"","Year","Month","Day","Hour","Minute","Department","Division","Case_Type","Hundred_Block","Street_Name","Local_Area","h_block","full_address","lat","lon"
"1257",2014,1,6,9,59,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","8##","W 69TH AV","Marpole","800","800 W 69TH AV, Vancouver, BC, Canada",49.2090851,-123.1244
"1258",2014,1,6,10,0,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","39##","GLADSTONE ST","Kensington-Cedar Cottage","3900","3900 GLADSTONE ST, Vancouver, BC, Canada",49.2498518,-123.0602643
"1259",2014,1,6,10,0,"ENG - Solid Waste","Sanitation","Parks Litter Can or Cart Request","8##","W 12TH AV","Fairview","800","800 W 12TH AV, Vancouver, BC, Canada",49.2603751,-123.12194
"1260",2014,1,6,10,0,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","17##","E 12TH AV","Kensington-Cedar Cottage","1700","1700 E 12TH AV, Vancouver, BC, Canada",49.2594251,-123.069574
"1261",2014,1,6,10,2,"Business Planning & Services","311 Contact Centre","Citizen Feedback","31##","W 24TH AV","Dunbar Southlands","3100","3100 W 24TH AV, Vancouver, BC, Canada",49.2508851,-123.174371
"1262",2014,1,6,10,3,"CSG - Licenses","License Office","Gone Out of Business Case","19##","W 4TH AV","Kitsilano","1900","1900 W 4TH AV, Vancouver, BC, Canada",49.2679151,-123.1481227
"1263",2014,1,6,10,3,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","34##","FLEMING ST","Kensington-Cedar Cottage","3400","3400 FLEMING ST, Vancouver, BC, Canada",49.2541813,-123.0711954
"1264",2014,1,6,10,5,"Public Safety - Fire","Prevention","Fire Reinspection Request for Firehall","2##","E 11TH AV","Mount Pleasant","200","200 E 11TH AV, Vancouver, BC, Canada",49.2610147,-123.1001378
"1265",2014,1,6,10,6,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","1100"," - 1199 DAVIE ST","West End","1100","1100  - 1199 DAVIE ST, Vancouver, BC, Canada",49.2803518,-123.1313942
"1266",2014,1,6,10,8,"Public Safety - Fire","Prevention","Fire Reinspection Request for Firehall","1##","KEEFER ST","Downtown","100","100 KEEFER ST, Vancouver, BC, Canada",49.279187,-123.1019665
"1267",2014,1,6,10,16,"CSG - Licenses & Inspections","Administration Branch","Secondary Suite Information Request","57##","LANCASTER ST","Killarney","5700","5700 LANCASTER ST, Vancouver, BC, Canada",49.2327989,-123.0415532
"1268",2014,1,6,10,18,"ENG - Transportation","Traffic and Data Management","Traffic & Pedestrian Signal - New","Intersection","BALFOUR AV and GRANVILLE ST","Shaughnessy","Intersection"," BALFOUR AV and GRANVILLE ST, Vancouver, BC, Canada",49.25193,-123.139
"1269",2014,1,6,10,18,"ENG - Streets","Streets Operations","Street - Repair","45##","BLENHEIM ST","Dunbar Southlands","4500","4500 BLENHEIM ST, Vancouver, BC, Canada",49.2459964,-123.1784751
"1270",2014,1,6,10,19,"ENG - Solid Waste","Sanitation","Cart - Apartment Recycling","31##","CAMOSUN ST","West Point Grey","3100","3100 CAMOSUN ST, Vancouver, BC, Canada",49.2589636,-123.1969751
"1271",2014,1,6,10,20,"ENG - Water & Sewer","Water Operations","Water Service Locate Request","21##","W 48TH AV","Kerrisdale","2100","2100 W 48TH AV, Vancouver, BC, Canada",49.2279853,-123.1558704
"1272",2014,1,6,10,22,"CSG - Licenses","Animal Control","Animal Control General Inquiry Case","2700"," - 2799 ALMA ST","Kitsilano","2700","2700  - 2799 ALMA ST, Vancouver, BC, Canada",49.2623993,-123.1857441
"1273",2014,1,6,10,22,"ENG - Solid Waste","Sanitation","Collection Calendar Mail-Out Request","22##","MCGILL ST","Grandview-Woodland","2200","2200 MCGILL ST, Vancouver, BC, Canada",49.2883565,-123.0599347
"1274",2014,1,6,10,30,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","5##","POWELL ST","Strathcona","500","500 POWELL ST, Vancouver, BC, Canada",49.2829547,-123.0931289
"1275",2014,1,6,10,30,"PRB - Planning and Operations","Street Trees","Street Tree Work Request SR","21##","E 7TH AV","Grandview-Woodland","2100","2100 E 7TH AV, Vancouver, BC, Canada",49.264015,-123.0617061
"1276",2014,1,6,10,30,"CSG - Licenses","License Office","Licence Payment Request Case","54##","WEST BOULEVARD","Arbutus Ridge","5400","5400 WEST BOULEVARD, Vancouver, BC, Canada",49.2372501,-123.155294
"1277",2014,1,6,10,32,"Business Planning & Services","311 Contact Centre","Citizen Feedback","3##","E 23RD AV","Riley Park","300","300 E 23RD AV, Vancouver, BC, Canada",49.2501149,-123.0984232
"1278",2014,1,6,10,35,"CSG - Licenses","License Office","Licence Payment Request Case","54##","WEST BOULEVARD","Arbutus Ridge","5400","5400 WEST BOULEVARD, Vancouver, BC, Canada",49.2372501,-123.155294
"1279",2014,1,6,10,36,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","12##","W GEORGIA ST","Downtown","1200","1200 W GEORGIA ST, Vancouver, BC, Canada",49.2870859,-123.1255505
"1280",2014,1,6,10,37,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","12##","W GEORGIA ST","Downtown","1200","1200 W GEORGIA ST, Vancouver, BC, Canada",49.2870859,-123.1255505
"1281",2014,1,6,10,37,"Business Planning & Services","311 Contact Centre","Citizen Feedback","5##","E 55TH AV","Sunset","500","500 E 55TH AV, Vancouver, BC, Canada",49.2198851,-123.0946098
"1282",2014,1,6,10,37,"ENG - Streets","Streets Operations","Streets - General Issues","8##","W 37TH AV","South Cambie","800","800 W 37TH AV, Vancouver, BC, Canada",49.2374051,-123.1238602
"1283",2014,1,6,10,39,"CSG - Licenses","Animal Control","Animal Complaint - Non-Emergency Case","##","W 28TH AV","Riley Park","00","00 W 28TH AV, Vancouver, BC, Canada",49.24672,-123.15117
"1284",2014,1,6,10,40,"PRB - Planning and Operations","Street Trees","Street Tree Work Request SR","5##","E GEORGIA ST","Strathcona","500","500 E GEORGIA ST, Vancouver, BC, Canada",49.2782847,-123.0933093
"1285",2014,1,6,10,40,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","8##","W 37TH AV","South Cambie","800","800 W 37TH AV, Vancouver, BC, Canada",49.2374051,-123.1238602
"1286",2014,1,6,10,43,"ENG - Solid Waste","Sanitation","Cart - Garbage","45##","PRINCE ALBERT ST","Kensington-Cedar Cottage","4500","4500 PRINCE ALBERT ST, Vancouver, BC, Canada",49.2448807,-123.0877551
"1287",2014,1,6,10,43,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","62##","DOMAN ST","Killarney","6200","6200 DOMAN ST, Vancouver, BC, Canada",49.2274851,-123.0363271
"1288",2014,1,6,10,44,"ENG - Solid Waste","Sanitation","Cart - Green (Yard Trimmings and Food Scraps)","45##","PRINCE ALBERT ST","Kensington-Cedar Cottage","4500","4500 PRINCE ALBERT ST, Vancouver, BC, Canada",49.2448807,-123.0877551
"1289",2014,1,6,10,44,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","43##","PRINCE ALBERT ST","Kensington-Cedar Cottage","4300","4300 PRINCE ALBERT ST, Vancouver, BC, Canada",49.246476,-123.0876443
"1290",2014,1,6,10,46,"ENG - Streets","Streets Operations","Sidewalk - Repair","23##","BONACCORD DRIVE","Victoria-Fraserview","2300","2300 BONACCORD DRIVE, Vancouver, BC, Canada",49.2103715,-123.0591604
"1291",2014,1,6,10,48,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","11##","E 48TH AV","Sunset","1100","1100 E 48TH AV, Vancouver, BC, Canada",49.2261446,-123.0821247
"1292",2014,1,6,10,49,"CSG - Licenses","License Office","Licence Payment Request Case","7##","W BROADWAY","Fairview","700","700 W BROADWAY, Vancouver, BC, Canada",49.26302,-123.12013
"1293",2014,1,6,10,49,"ENG - Solid Waste","Sanitation","Street Cleaning & Debris Pickup","2600"," - 2699 MACKENZIE ST","Kitsilano","2600","2600  - 2699 MACKENZIE ST, Vancouver, BC, Canada",49.2630654,-123.1699346
"1294",2014,1,6,10,52,"ENG - Solid Waste","Sanitation","Cart - Apartment Recycling","11##","JERVIS ST","West End","1100","1100 JERVIS ST, Vancouver, BC, Canada",49.28356,-123.1334
"1295",2014,1,6,10,54,"Public Safety - Fire","Prevention","Fire Reinspection Request for Firehall","1##","E HASTINGS ST","Downtown","100","100 E HASTINGS ST, Vancouver, BC, Canada",49.2812718,-123.1021792
"1296",2014,1,6,10,55,"CSG - Licenses","License Office","Licence Payment Request Case","43##","GLADSTONE ST","Kensington-Cedar Cottage","4300","4300 GLADSTONE ST, Vancouver, BC, Canada",49.2466168,-123.0603051
"1297",2014,1,6,10,57,"ENG - Solid Waste","Sanitation","Missed Yard Trimmings and Food Scraps Pickup","2##","E 40TH AV","Riley Park","200","200 E 40TH AV, Vancouver, BC, Canada",49.2343651,-123.1013699
"1298",2014,1,6,10,58,"ENG - Solid Waste","Sanitation","Cart - Garbage","32##","W 36TH AV","Dunbar Southlands","3200","3200 W 36TH AV, Vancouver, BC, Canada",49.2393551,-123.1759721
"1299",2014,1,6,10,59,"ENG - Streets","Streets Operations","Streets - General Issues","0"," - 0 CAMBIE BRIDGE","","0","0  - 0 CAMBIE BRIDGE, Vancouver, BC, Canada",49.26812,-123.11487
"1300",2014,1,6,11,2,"PRB - Planning and Operations","Street Trees","Street Tree Work Request SR","39##","GLEN DRIVE","Kensington-Cedar Cottage","3900","3900 GLEN DRIVE, Vancouver, BC, Canada",49.2499795,-123.0816898
"1301",2014,1,6,11,3,"ENG - Solid Waste","Sanitation","Cart - Apartment Recycling","5##","CARDERO ST","Downtown","500","500 CARDERO ST, Vancouver, BC, Canada",49.2916731,-123.1286419
"1302",2014,1,6,11,4,"ENG - Solid Waste","Sanitation","Missed Recycling Pickup","14##","E BROADWAY","Kensington-Cedar Cottage","1400","1400 E BROADWAY, Vancouver, BC, Canada",49.2622248,-123.0753245
"1303",2014,1,6,11,5,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","11##","HARO ST","West End","1100","1100 HARO ST, Vancouver, BC, Canada",49.2838563,-123.1261119
"1304",2014,1,6,11,5,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","9##","GILFORD ST","West End","900","900 GILFORD ST, Vancouver, BC, Canada",49.2915531,-123.1381959
"1305",2014,1,6,11,6,"Business Planning & Services","311 Contact Centre","Citizen Feedback","5900"," - 6099 WILTSHIRE ST","Kerrisdale","5900","5900  - 6099 WILTSHIRE ST, Vancouver, BC, Canada",49.2324275,-123.1461442
"1306",2014,1,6,11,7,"ENG - Solid Waste","Sanitation","Missed Apartment Recycling Pickup","14##","E BROADWAY","Kensington-Cedar Cottage","1400","1400 E BROADWAY, Vancouver, BC, Canada",49.2622248,-123.0753245
"1307",2014,1,6,11,8,"CSG - Licenses","Animal Control","Holding Stray Case","24##","OXFORD ST","Hastings-Sunrise","2400","2400 OXFORD ST, Vancouver, BC, Canada",49.2855851,-123.0563598
"1308",2014,1,6,11,8,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","3##","E 54TH AV","Sunset","300","300 E 54TH AV, Vancouver, BC, Canada",49.2208748,-123.0994353
"1309",2014,1,6,11,9,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","58##","WEST BOULEVARD","Kerrisdale","5800","5800 WEST BOULEVARD, Vancouver, BC, Canada",49.2334176,-123.1554146
"1310",2014,1,6,11,14,"ENG - Streets","Streets Operations","Snow & Ice Removal - City Property","2500"," - 2599 ONTARIO ST","Mount Pleasant","2500","2500  - 2599 ONTARIO ST, Vancouver, BC, Canada",49.2628359,-123.1046873
"1311",2014,1,6,11,15,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","57##","MCKINNON ST","Killarney","5700","5700 MCKINNON ST, Vancouver, BC, Canada",49.2327938,-123.0385744
"1312",2014,1,6,11,19,"ENG - Solid Waste","Sanitation","Cart - Apartment Recycling","11##","E PENDER ST","Strathcona","1100","1100 E PENDER ST, Vancouver, BC, Canada",49.2799647,-123.0810574
"1313",2014,1,6,11,19,"ENG - Solid Waste","Solid Waste Management","Illegal Dumping/Abandoned Garbage Pickup","Intersection","ASH ST and W 65TH AV","Marpole","Intersection"," ASH ST and W 65TH AV, Vancouver, BC, Canada",49.2115099,-123.12023
"1314",2014,1,6,11,20,"CSG - Licenses","License Office","Licence Payment Request Case","10##","W GEORGIA ST","Downtown","1000","1000 W GEORGIA ST, Vancouver, BC, Canada",49.2843551,-123.1212978
"1315",2014,1,6,11,20,"ENG - Solid Waste","Sanitation","Street Cleaning & Debris Pickup","Intersection","ASH ST and W 65TH AV","Marpole","Intersection"," ASH ST and W 65TH AV, Vancouver, BC, Canada",49.2115099,-123.12023
"1316",2014,1,6,11,21,"ENG - Water & Sewer","Water Operations","Water Leaks/Breaks","Intersection","EAST BOULEVARD and W 45TH AV","Kerrisdale","Intersection"," EAST BOULEVARD and W 45TH AV, Vancouver, BC, Canada",49.2308,-123.15509
"1317",2014,1,6,11,23,"ENG - Streets","Streets Operations","Street - Repair","Intersection","DENMAN ST and W GEORGIA ST","Downtown","Intersection"," DENMAN ST and W GEORGIA ST, Vancouver, BC, Canada",49.2926,-123.13375
"1318",2014,1,6,11,24,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","7##","E HASTINGS ST","Strathcona","700","700 E HASTINGS ST, Vancouver, BC, Canada",49.2810045,-123.0892525
"1319",2014,1,6,11,25,"ENG - Water & Sewer","Water Operations","Water Leaks/Breaks","30##","W 51ST AV","","3000","3000 W 51ST AV, Vancouver, BC, Canada",49.2252451,-123.1731639
"1320",2014,1,6,11,26,"ENG - Solid Waste","Sanitation","Missed Yard Trimmings and Food Scraps Pickup","25##","WALL ST","Hastings-Sunrise","2500","2500 WALL ST, Vancouver, BC, Canada",49.2909864,-123.0543425
"1321",2014,1,6,11,27,"ENG - Water & Sewer","Sewers Operations","Sewer Manhole Issues","Intersection","DENMAN ST and W GEORGIA ST","Downtown","Intersection"," DENMAN ST and W GEORGIA ST, Vancouver, BC, Canada",49.2926,-123.13375
"1322",2014,1,6,11,28,"ENG - Transportation","Neighbourhood Parking and Transportation","Residential Parking Requests","15##","W 47TH AV","Kerrisdale","1500","1500 W 47TH AV, Vancouver, BC, Canada",49.2286851,-123.1400004
"1323",2014,1,6,11,30,"ENG - Streets","Streets Operations","Snow & Ice Removal - City Property","Intersection","CYPRESS ST and W 12TH AV","Kitsilano","Intersection"," CYPRESS ST and W 12TH AV, Vancouver, BC, Canada",49.26094,-123.14817
"1324",2014,1,6,11,36,"ENG - Solid Waste","Sanitation","Street Cleaning & Debris Pickup","13##","PACIFIC BOULEVARD","Downtown","1300","1300 PACIFIC BOULEVARD, Vancouver, BC, Canada",49.27243,-123.12417
"1325",2014,1,6,11,37,"ENG - Solid Waste","Sanitation","Cart - Garbage","23##","UPLAND DRIVE","Victoria-Fraserview","2300","2300 UPLAND DRIVE, Vancouver, BC, Canada",49.2178251,-123.0590892
"1326",2014,1,6,11,38,"ENG - Solid Waste","Sanitation","Cart - Garbage","19##","ADANAC ST","Grandview-Woodland","1900","1900 ADANAC ST, Vancouver, BC, Canada",49.2774351,-123.0654198
"1327",2014,1,6,11,38,"ENG - Solid Waste","Sanitation","Missed Yard Trimmings and Food Scraps Pickup","36##","POINT GREY ROAD","Kitsilano","3600","3600 POINT GREY ROAD, Vancouver, BC, Canada",49.2720555,-123.1837254
"1328",2014,1,6,11,39,"PRB - Planning and Operations","Street Trees","Street Tree Work Request SR","9##","JERVIS ST","West End","900","900 JERVIS ST, Vancouver, BC, Canada",49.28599,-123.12971
"1329",2014,1,6,11,39,"ENG - Streets","Streets Operations","Street - Repair","Intersection","DENMAN ST and W GEORGIA ST","Downtown","Intersection"," DENMAN ST and W GEORGIA ST, Vancouver, BC, Canada",49.2926,-123.13375
"1330",2014,1,6,11,40,"CSG - Inspections","Property Use","PUI Noise Complaint Case","5##","W PENDER ST","Downtown","500","500 W PENDER ST, Vancouver, BC, Canada",49.2833649,-123.1131068
"1331",2014,1,6,11,42,"ENG - Solid Waste","Sanitation","Cart - Green (Yard Trimmings and Food Scraps)","23##","UPLAND DRIVE","Victoria-Fraserview","2300","2300 UPLAND DRIVE, Vancouver, BC, Canada",49.2178251,-123.0590892
"1332",2014,1,6,11,43,"ENG - Water & Sewer","Water Operations","Water Leaks/Breaks","18##","GLEN DRIVE","Strathcona","1800","1800 GLEN DRIVE, Vancouver, BC, Canada",49.2690704,-123.0811914
"1333",2014,1,6,11,45,"ENG - Streets","Streets Operations","Street - Repair","Intersection","GRANVILLE ST and W 70TH AV","Marpole","Intersection"," GRANVILLE ST and W 70TH AV, Vancouver, BC, Canada",49.20855,-123.14053
"1334",2014,1,6,11,45,"ENG - Water & Sewer","Water Operations","Water General Inquiry","35##","W 49TH AV","Dunbar Southlands","3500","3500 W 49TH AV, Vancouver, BC, Canada",49.2273554,-123.1824192
"1335",2014,1,6,11,47,"ENG - Transportation","Parking Ops & Enforcement","Abandoned Vehicle Request","13##","E 18TH AV","Kensington-Cedar Cottage","1300","1300 E 18TH AV, Vancouver, BC, Canada",49.2543351,-123.0776414
"1336",2014,1,6,11,48,"CSG - Licenses","Animal Control","Animal Control General Inquiry Case","27##","CRANBERRY DRIVE","Kitsilano","2700","2700 CRANBERRY DRIVE, Vancouver, BC, Canada",49.2619667,-123.1535851
"1337",2014,1,6,11,51,"CSG - Licenses","License Office","Licence Payment Request Case","19##","TRIUMPH ST","Grandview-Woodland","1900","1900 TRIUMPH ST, Vancouver, BC, Canada",49.2838351,-123.0652494
"1338",2014,1,6,11,51,"Public Safety - Fire","Prevention","FPB_General Inquiry Case","4##","W 12TH AV","Mount Pleasant","400","400 W 12TH AV, Vancouver, BC, Canada",49.2602451,-123.1132602
"1339",2014,1,6,11,52,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","30##","WINDERMERE ST","Renfrew-Collingwood","3000","3000 WINDERMERE ST, Vancouver, BC, Canada",49.2570456,-123.0364451
"1340",2014,1,6,11,55,"ENG - Solid Waste","Sanitation","Cart - Garbage","40##","W 32ND AV","Dunbar Southlands","4000","4000 W 32ND AV, Vancouver, BC, Canada",49.2432151,-123.1937717
"1341",2014,1,6,11,55,"CSG - Licenses","License Office","Licence Payment Request Case","28##","CHARLES ST","Hastings-Sunrise","2800","2800 CHARLES ST, Vancouver, BC, Canada",49.2731751,-123.046646
"1342",2014,1,6,11,56,"ENG - Solid Waste","Sanitation","Cart - Garbage","32##","QUEENS AV","Renfrew-Collingwood","3200","3200 QUEENS AV, Vancouver, BC, Canada",49.2414422,-123.036674
"1343",2014,1,6,11,56,"ENG - Water & Sewer","Water Operations","Water Service Turn On/Off Request","22##","E 37TH AV","Kensington-Cedar Cottage","2200","2200 E 37TH AV, Vancouver, BC, Canada",49.2367751,-123.0618614
"1344",2014,1,6,11,56,"ENG - Solid Waste","Sanitation","Cart - Garbage","4##","E 12TH AV","Mount Pleasant","400","400 E 12TH AV, Vancouver, BC, Canada",49.2596934,-123.0962768
"1345",2014,1,6,11,56,"ENG - Solid Waste","Sanitation","Recycling Bag Request","40##","W 32ND AV","Dunbar Southlands","4000","4000 W 32ND AV, Vancouver, BC, Canada",49.2432151,-123.1937717
"1346",2014,1,6,11,57,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","58##","ARGYLE ST","Victoria-Fraserview","5800","5800 ARGYLE ST, Vancouver, BC, Canada",49.2316257,-123.0713077
"1347",2014,1,6,11,58,"ENG - Transportation","Parking Ops & Enforcement","Abandoned Vehicle Request","4400"," - 4499 DINMONT AV","Riley Park","4400","4400  - 4499 DINMONT AV, Vancouver, BC, Canada",49.2457905,-123.1090849
"1348",2014,1,6,11,58,"ENG - Solid Waste","Sanitation","Cart - Apartment Recycling","11##","BARCLAY ST","West End","1100","1100 BARCLAY ST, Vancouver, BC, Canada",49.2831652,-123.127178
"1349",2014,1,6,12,1,"ENG - Streets","Streets Operations","Streets - General Issues","8##","KEEFER ST","Strathcona","800","800 KEEFER ST, Vancouver, BC, Canada",49.27898,-123.08707
"1350",2014,1,6,12,3,"ENG - Solid Waste","Sanitation","Recycling Bag Request","26##","E 1ST AV","Hastings-Sunrise","2600","2600 E 1ST AV, Vancouver, BC, Canada",49.2692751,-123.0518693
"1351",2014,1,6,12,3,"ENG - Water & Sewer","Sewers Operations","Sewer General Inquiries","20##","W 47TH AV","Kerrisdale","2000","2000 W 47TH AV, Vancouver, BC, Canada",49.2288151,-123.1524706
"1352",2014,1,6,12,6,"PRB - Planning and Operations","Street Trees","Street Tree Work Request SR","4##","W 17TH AV","Riley Park","400","400 W 17TH AV, Vancouver, BC, Canada",49.2556951,-123.1127342
"1353",2014,1,6,12,6,"ENG - Solid Waste","Sanitation","Street Cleaning & Debris Pickup","##","E HASTINGS ST","Downtown","00","00 E HASTINGS ST, Vancouver, BC, Canada",49.2090766,-122.8999896
"1354",2014,1,6,12,6,"Public Safety - Fire","Prevention","Fire Reinspection Request for Firehall","33##","KASLO ST","Renfrew-Collingwood","3300","3300 KASLO ST, Vancouver, BC, Canada",49.2547619,-123.0468345
"1355",2014,1,6,12,8,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","##","W HASTINGS ST","Downtown","00","00 W HASTINGS ST, Vancouver, BC, Canada",49.2090766,-122.8999896
"1356",2014,1,6,12,9,"ENG - Solid Waste","Sanitation","Cart - Garbage","30##","E 7TH AV","Hastings-Sunrise","3000","3000 E 7TH AV, Vancouver, BC, Canada",49.2637449,-123.0412783
"1357",2014,1,6,12,9,"ENG - Solid Waste","Sanitation","Cart - Garbage","27##","ALAMEIN AV","Arbutus Ridge","2700","2700 ALAMEIN AV, Vancouver, BC, Canada",49.2499351,-123.1655007
"1358",2014,1,6,12,10,"ENG - Solid Waste","Sanitation","Recycling Bag Request","27##","ALAMEIN AV","Arbutus Ridge","2700","2700 ALAMEIN AV, Vancouver, BC, Canada",49.2499351,-123.1655007
"1359",2014,1,6,12,11,"ENG - Solid Waste","Sanitation","Recycling Box Request","27##","ALAMEIN AV","Arbutus Ridge","2700","2700 ALAMEIN AV, Vancouver, BC, Canada",49.2499351,-123.1655007
"1360",2014,1,6,12,11,"ENG - Streets","Streets Operations","Street - Surface Water Flooding","25##","E 2ND AV","Hastings-Sunrise","2500","2500 E 2ND AV, Vancouver, BC, Canada",49.2683651,-123.0545693
"1361",2014,1,6,12,13,"ENG - Solid Waste","Sanitation","Street Cleaning & Debris Pickup","22##","E 37TH AV","Kensington-Cedar Cottage","2200","2200 E 37TH AV, Vancouver, BC, Canada",49.2367751,-123.0618614
"1362",2014,1,6,12,13,"CSG - Licenses & Inspections","Administration Branch","Secondary Suite Information Request","4##","W 12TH AV","Mount Pleasant","400","400 W 12TH AV, Vancouver, BC, Canada",49.2602451,-123.1132602
"1363",2014,1,6,12,17,"ENG - Solid Waste","Sanitation","Street Cleaning & Debris Pickup","Intersection","HEMLOCK ST and W 4TH AV","Fairview","Intersection"," HEMLOCK ST and W 4TH AV, Vancouver, BC, Canada",49.2678,-123.13854
"1364",2014,1,6,12,18,"CSG - Licenses","License Office","Licence Payment Request Case","18##","W 1ST AV","Kitsilano","1800","1800 W 1ST AV, Vancouver, BC, Canada",49.2705151,-123.1457142
"1365",2014,1,6,12,18,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","18##","E 15TH AV","Kensington-Cedar Cottage","1800","1800 E 15TH AV, Vancouver, BC, Canada",49.2566951,-123.0676396
"1366",2014,1,6,12,19,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","27##","KITCHENER ST","Hastings-Sunrise","2700","2700 KITCHENER ST, Vancouver, BC, Canada",49.2721947,-123.0491399
"1367",2014,1,6,12,19,"ENG - Solid Waste","Sanitation","Cart - Apartment Recycling","15##","GRANT ST","Grandview-Woodland","1500","1500 GRANT ST, Vancouver, BC, Canada",49.2713241,-123.0732538
"1368",2014,1,6,12,20,"Business Planning & Services","311 Contact Centre","Citizen Feedback","5##","E 30TH AV","Riley Park","500","500 E 30TH AV, Vancouver, BC, Canada",49.2434447,-123.093989
"1369",2014,1,6,12,23,"ENG - Solid Waste","Sanitation","Cart - Garbage","15##","GRANT ST","Grandview-Woodland","1500","1500 GRANT ST, Vancouver, BC, Canada",49.2713241,-123.0732538
"1370",2014,1,6,12,26,"CSG - Licenses","Animal Control","Animal Control General Inquiry Case","Intersection","HEMLOCK ST and W 4TH AV","Fairview","Intersection"," HEMLOCK ST and W 4TH AV, Vancouver, BC, Canada",49.2678,-123.13854
"1371",2014,1,6,12,26,"CSG - Licenses","Animal Control","Lost Pets Case","22##","DUNDAS ST","Grandview-Woodland","2200","2200 DUNDAS ST, Vancouver, BC, Canada",49.28454,-123.05947
"1372",2014,1,6,12,28,"CSG - Licenses","License Office","Licence Payment Request Case","64##","MAIN ST","Sunset","6400","6400 MAIN ST, Vancouver, BC, Canada",49.2265249,-123.1013751
"1373",2014,1,6,12,29,"CSG - Licenses","Animal Control","Dead Animal Pickup Case","9##","BUTE ST","West End","900","900 BUTE ST, Vancouver, BC, Canada",49.2843515,-123.1292459
"1374",2014,1,6,12,29,"PRB - Planning and Operations","Street Trees","Street Tree Work Request SR","30##","WINDSOR ST","Mount Pleasant","3000","3000 WINDSOR ST, Vancouver, BC, Canada",49.257723,-123.0832651
"1375",2014,1,6,12,30,"CSG - Licenses","License Office","Licence Payment Request Case","64##","MAIN ST","Sunset","6400","6400 MAIN ST, Vancouver, BC, Canada",49.2265249,-123.1013751
"1376",2014,1,6,12,31,"ENG - Water & Sewer","Water Operations","Water Leaks/Breaks","5##","E 6TH AV","Mount Pleasant","500","500 E 6TH AV, Vancouver, BC, Canada",49.2651451,-123.0927582
"1377",2014,1,6,12,32,"CSG - Licenses","License Office","Licence Payment Request Case","64##","MAIN ST","Sunset","6400","6400 MAIN ST, Vancouver, BC, Canada",49.2265249,-123.1013751
"1378",2014,1,6,12,32,"Public Safety - Fire","Prevention","Fire Reinspection Request for Firehall","32##","W 29TH AV","Dunbar Southlands","3200","3200 W 29TH AV, Vancouver, BC, Canada",49.2460151,-123.1759543
"1379",2014,1,6,12,33,"CSG - Licenses","License Office","Licence Payment Request Case","22##","KINGSWAY","Kensington-Cedar Cottage","2200","2200 KINGSWAY, Vancouver, BC, Canada",49.2433634,-123.0617175
"1380",2014,1,6,12,36,"ENG - Solid Waste","Sanitation","Cart - Garbage","34##","W 27TH AV","Dunbar Southlands","3400","3400 W 27TH AV, Vancouver, BC, Canada",49.2479451,-123.1802556
"1381",2014,1,6,12,36,"ENG - Solid Waste","Sanitation","Cart - Green (Yard Trimmings and Food Scraps)","31##","E 17TH AV","Renfrew-Collingwood","3100","3100 E 17TH AV, Vancouver, BC, Canada",49.2545751,-123.0388193
"1382",2014,1,6,12,37,"ENG - Solid Waste","Sanitation","Cart - Apartment Recycling","21##","KINGSWAY","Kensington-Cedar Cottage","2100","2100 KINGSWAY, Vancouver, BC, Canada",49.2442662,-123.0636096
"1383",2014,1,6,12,39,"ENG - Solid Waste","Sanitation","Cart - Garbage","16##","E 49TH AV","Victoria-Fraserview","1600","1600 E 49TH AV, Vancouver, BC, Canada",49.2251051,-123.0728904
"1384",2014,1,6,12,41,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","21##","KINGSWAY","Kensington-Cedar Cottage","2100","2100 KINGSWAY, Vancouver, BC, Canada",49.2442662,-123.0636096
