Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area
2014,7,3,14,11,CSG - Licenses,Animal Control,Animal Cremation Case,49##,QUEBEC ST,Riley Park
2014,7,3,14,13,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,78##,CAMBIE ST,Marpole
2014,7,3,14,14,ENG - Streets,Streets Operations,Homelessness/Transient Issue,16##,E 8TH AV,Grandview-Woodland
2014,7,3,14,14,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,5##,SMITHE ST,Downtown
2014,7,3,14,14,ENG - Streets,Streets Operations,Street - Repair,3400, - 3499 KASLO ST,Renfrew-Collingwood
2014,7,3,14,17,ENG - Streets,Streets Operations,Street - Repair,31##,WAVERLEY AV,Killarney
2014,7,3,14,18,ENG - Streets,Streets Operations,Sidewalk - Repair,4##,CARRALL ST,Downtown
2014,7,3,14,20,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,22##,MCLEAN DRIVE,Grandview-Woodland
2014,7,3,14,23,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,41##,CARNARVON ST,Dunbar Southlands
2014,7,3,14,24,ENG - Water & Sewer,Sewers Operations,Sewer General Inquiries,57##,LANARK ST,Victoria-Fraserview
2014,7,3,14,29,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,47##,GLADSTONE ST,Kensington-Cedar Cottage
2014,7,3,14,34,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),57##,BERKELEY ST,Victoria-Fraserview
2014,7,3,14,41,ENG - Solid Waste,Sanitation,Recycling Box Request,24##,W 1ST AV,Kitsilano
2014,7,3,14,42,ENG - Solid Waste,Sanitation,Recycling Bag Request,24##,W 1ST AV,Kitsilano
2014,7,3,14,44,ENG - Water & Sewer,Water Design,Water Conservation Violation,44##,W 12TH AV,West Point Grey
2014,7,3,14,46,ENG - Streets,Streets Operations,Sidewalk - Repair,Intersection,STEPHENS ST and YORK AV,Kitsilano
2014,7,3,14,48,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,18##,W 3RD AV,Kitsilano
2014,7,3,14,49,ENG - Water & Sewer,Sewers Operations,Sewer General Inquiries,36##,W 19TH AV,Dunbar Southlands
2014,7,3,14,52,ENG - Solid Waste,Sanitation,Missed Apartment Recycling Pickup,3##,WETHERSFIELD DRIVE,Oakridge
2014,7,3,14,53,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,12##,GRANVILLE ST,Downtown
2014,7,3,14,53,ENG - Streets,Streets Operations,Streets - General Issues,36##,PRINCE ALBERT ST,Kensington-Cedar Cottage
2014,7,3,14,54,ENG - Solid Waste,Sanitation,Recycling Box Request,30##,W 8TH AV,Kitsilano
2014,7,3,14,55,ENG - Solid Waste,Sanitation,Recycling Bag Request,30##,W 8TH AV,Kitsilano
2014,7,3,14,55,ENG - Water & Sewer,Water Operations,Water General Work Request,##,W 15TH AV,Mount Pleasant
2014,7,3,14,57,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,8##,W 45TH AV,Oakridge
2014,7,3,15,0,ENG - Solid Waste,Sanitation,Recycling Bag Request,31##,E 4TH AV,Hastings-Sunrise
2014,7,3,15,0,ENG - Streets,Streets Operations,Street - Surface Water Flooding,26##,E 29TH AV,Renfrew-Collingwood
2014,7,3,15,2,CSG - Licenses,Animal Control,Lost Pets Case,24##,W 10TH AV,Kitsilano
2014,7,3,15,4,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,10##,SMITHE ST,West End
2014,7,3,15,7,ENG - Streets,Traffic and Electrical Operations,Sign - Repair,45##,CONNAUGHT DRIVE,Shaughnessy
2014,7,3,15,10,ENG - Solid Waste,Sanitation,Cart - Garbage,22##,W 36TH AV,Arbutus Ridge
2014,7,3,15,13,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,31##,W 4TH AV,Kitsilano
2014,7,3,15,14,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,15##,GRANT ST,Grandview-Woodland
2014,7,3,15,14,Business Planning & Services,311 Contact Centre,Citizen Feedback,35##,E PENDER ST,Hastings-Sunrise
2014,7,3,15,14,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,17##,BALSAM ST,Kitsilano
2014,7,3,15,18,Business Planning & Services,311 Contact Centre,Citizen Feedback,1500, - 1599 GRANVILLE ST,Downtown
2014,7,3,15,19,ENG - Solid Waste,Sanitation,Cart - Garbage,2##,W 22ND AV,Riley Park
2014,7,3,15,19,ENG - Solid Waste,Sanitation,Recycling Box Request,47##,BRUCE ST,Kensington-Cedar Cottage
2014,7,3,15,20,ENG - Solid Waste,Sanitation,Recycling Bag Request,47##,BRUCE ST,Kensington-Cedar Cottage
2014,7,3,15,20,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),2##,W 22ND AV,Riley Park
2014,7,3,15,20,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,64##,CHESTER ST,Sunset
2014,7,3,15,21,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,44##,BELMONT AV,West Point Grey
2014,7,3,15,22,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,68##,LABURNUM ST,Kerrisdale
2014,7,3,15,24,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,64##,CHESTER ST,Sunset
2014,7,3,15,27,ENG - Streets,Traffic and Electrical Operations,Sign - Repair,16##,COMMERCIAL DRIVE,Grandview-Woodland
2014,7,3,15,29,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,27##,W 22ND AV,Arbutus Ridge
2014,7,3,15,31,Public Safety - Fire,Prevention,Fire Reinspection Request for Firehall,17##,RENFREW ST,Hastings-Sunrise
2014,7,3,15,31,ENG - Streets,Streets Operations,Pothole - Repair,3##,W 7TH AV,Mount Pleasant
2014,7,3,15,32,ENG - Solid Waste,Sanitation,Recycling Bag Request,35##,W 29TH AV,Dunbar Southlands
2014,7,3,15,32,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),23##,NAPIER ST,Grandview-Woodland
2014,7,3,15,35,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,23##,FRANKLIN ST,Grandview-Woodland
2014,7,3,15,36,CSG - Inspections,Property Use,PUI Noise General Inquiry Case,7##,PACIFIC BOULEVARD,
2014,7,3,15,37,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,2##,E 5TH AV,Mount Pleasant
2014,7,3,15,38,ENG - Solid Waste,Sanitation,Cart - Garbage,3##,W 14TH AV,Mount Pleasant
2014,7,3,15,39,ENG - Transportation,Neighbourhood Parking and Transportation,Traffic Calming Request,Intersection,E 5TH AV and SCOTIA ST,Mount Pleasant
2014,7,3,15,41,ENG - Water & Sewer,Water Operations,Water Service Locate Request,53##,NANAIMO ST,Kensington-Cedar Cottage
2014,7,3,15,43,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,64##,EAST BOULEVARD,Kerrisdale
2014,7,3,15,45,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,50##,ANGUS DRIVE,Shaughnessy
2014,7,3,15,52,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,43##,WEST POINT PLACE,West Point Grey
2014,7,3,15,52,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,10##,WOLFE AV,Shaughnessy
2014,7,3,15,54,PRB - Administration,General Park Board Information,PRB_Park Ranger SR,18##,MORTON AV,West End
2014,7,3,15,58,CSG - Licenses,Animal Control,Dead Animal Pickup Case,14##,HARWOOD ST,West End
2014,7,3,16,4,CSG - Licenses,Animal Control,Lost Pets Case,21##,W 46TH AV,Kerrisdale
2014,7,3,16,7,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,20##,W GEORGIA ST,
2014,7,3,16,8,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,40##,MAPLE CRESCENT,Shaughnessy
2014,7,3,16,11,ENG - Transportation,Street Activities - Streets Horticulture,Horticulture Inquiry on Right-of-Way,Intersection,GRANDVIEW HWY NORTH and WOODLAND DRIVE,Grandview-Woodland
2014,7,3,16,11,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,Intersection,JACKSON AV and POWELL ST,Strathcona
2014,7,3,16,12,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,25##,HOYLAKE AV,Victoria-Fraserview
2014,7,3,16,13,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,4##,POWELL ST,Strathcona
2014,7,3,16,16,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,18##,W 43RD AV,Kerrisdale
2014,7,3,16,18,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),18##,W 43RD AV,Kerrisdale
2014,7,3,16,20,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),34##,W KING EDWARD AV,Dunbar Southlands
2014,7,3,16,21,ENG - Solid Waste,Sanitation,Missed Apartment Recycling Pickup,17##,PENDRELL ST,West End
2014,7,3,16,21,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,COMOX ST and DENMAN ST,West End
2014,7,3,16,22,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,38##,ARBUTUS ST,Arbutus Ridge
2014,7,3,16,23,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,47##,JOYCE ST,Renfrew-Collingwood
2014,7,3,16,28,Business Planning & Services,311 Contact Centre,Citizen Feedback,0, - 0 GRANVILLE BRIDGE,
2014,7,3,16,29,ENG - Streets,Traffic and Electrical Operations,Sign - Repair,1000, - 1099 HORNBY ST,Downtown
2014,7,3,16,30,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,25##,W 15TH AV,Kitsilano
2014,7,3,16,37,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,11##,QUEBEC ST,Downtown
2014,7,3,16,38,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,36##,PRICE ST,Renfrew-Collingwood
2014,7,3,16,39,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,21##,W 40TH AV,Arbutus Ridge
2014,7,3,16,39,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,21##,W 45TH AV,Kerrisdale
2014,7,3,16,42,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,8##,E HASTINGS ST,Strathcona
2014,7,3,16,43,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,27##,HIGHBURY ST,West Point Grey
2014,7,3,16,44,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,10##,WOLFE AV,Shaughnessy
2014,7,3,16,44,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,38##,W 11TH AV,West Point Grey
2014,7,3,16,46,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),6##,E 13TH AV,Mount Pleasant
2014,7,3,16,47,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,22##,W 49TH AV,Kerrisdale
2014,7,3,16,57,ENG - Solid Waste,Sanitation,Recycling Bag Request,29##,KINGSWAY,Renfrew-Collingwood
2014,7,3,16,58,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,64##,GRANVILLE ST,Oakridge
2014,7,3,16,59,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,Intersection,CARRALL ST and E PENDER ST and W PENDER ST,Downtown
2014,7,3,16,59,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,64##,GRANVILLE ST,Oakridge
2014,7,3,17,1,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,10##,DOUGLAS CRESCENT,Shaughnessy
2014,7,3,17,9,ENG - Streets,Streets Operations,Street - Surface Water Flooding,47##,FAIRMONT ST,Renfrew-Collingwood
2014,7,3,17,10,ENG - Transportation,Street Activities - Integrated Graffiti Management,Graffiti Removal - City Property,Intersection,GRANVILLE ST and NELSON ST,Downtown
2014,7,3,17,10,ENG - Water & Sewer,Sewers Operations,Sewer General Inquiries,1##,W 47TH AV,Oakridge
2014,7,3,17,16,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,Intersection,SHAUGHNESSY ST and W KENT AV NORTH,Marpole
2014,7,3,17,18,ENG - Streets,Traffic and Electrical Operations,Sign - Repair,1000, - 1099 HORNBY ST,Downtown
2014,7,3,17,18,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,25##,E 8TH AV,Hastings-Sunrise
2014,7,3,17,20,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,2700, - 2799 W 4TH AV,Kitsilano
2014,7,3,17,24,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,1##,W 19TH AV,Riley Park
2014,7,3,17,28,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,5##,E 49TH AV,Sunset
2014,7,3,17,30,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,Intersection,E 49TH AV and VICTORIA DRIVE,Victoria-Fraserview
2014,7,3,17,31,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,Intersection,GRANVILLE ST and W 49TH AV,Oakridge
2014,7,3,17,37,ENG - Solid Waste,Sanitation,Collection Calendar Mail-Out Request,62##,CHESTER ST,Sunset
2014,7,3,17,39,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,38##,CYPRESS ST,Shaughnessy
2014,7,3,17,39,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,32##,E 2ND AV,Hastings-Sunrise
2014,7,3,17,40,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,16##,CEDAR CRESCENT,Shaughnessy
2014,7,3,17,52,ENG - Streets,Streets Operations,Street - Repair,Intersection,GRANVILLE ST and W 61ST AV,Marpole
2014,7,3,17,52,ENG - Solid Waste,Sanitation,Recycling Bag Request,51##,CLARENDON ST,Renfrew-Collingwood
2014,7,3,18,0,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,39##,W 32ND AV,Dunbar Southlands
2014,7,3,18,5,ENG - Solid Waste,Sanitation,Cart - Garbage,5##,W 60TH AV,Marpole
2014,7,3,18,31,ENG - Solid Waste,Sanitation,Recycling Bag Request,12##,W 32ND AV,Shaughnessy
2014,7,3,18,36,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,34##,HEATHER ST,South Cambie
2014,7,3,18,38,ENG - Solid Waste,Sanitation,Cart - Garbage,7##,E 18TH AV,Kensington-Cedar Cottage
2014,7,3,18,47,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,53##,FLEMING ST,Kensington-Cedar Cottage
2014,7,3,18,52,ENG - Streets,Streets Operations,Pothole - Repair,27##,E 6TH AV,Hastings-Sunrise
2014,7,3,18,55,CSG - Licenses,Animal Control,Holding Stray Case,19##,MCNICOLL AV,Kitsilano
2014,7,3,18,56,ENG - Streets,Streets Operations,Homelessness/Transient Issue,800, - 999 BUTE ST,West End
2014,7,3,18,58,ENG - Streets,Traffic and Electrical Operations,Street and Traffic Light - Utility Damage,1500, - 1699 E 13TH AV,Kensington-Cedar Cottage
2014,7,3,18,58,ENG - Water & Sewer,Water Design,Water Conservation Violation,49##,EARLES ST,Renfrew-Collingwood
2014,7,3,19,10,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,1200, - 1299 HARO ST,West End
2014,7,3,19,11,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,43##,ANGUS DRIVE,Shaughnessy
2014,7,3,19,11,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,29##,KINGSWAY,Renfrew-Collingwood
2014,7,3,19,13,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,43##,ANGUS DRIVE,Shaughnessy
2014,7,3,19,14,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,52##,BURSILL ST,Renfrew-Collingwood
2014,7,3,19,16,ENG - Streets,Streets Operations,Pothole - Repair,14##,E HASTINGS ST,Grandview-Woodland
2014,7,3,19,24,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,MAINLAND ST and NELSON ST,Downtown
2014,7,3,19,28,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,34##,W 4TH AV,Kitsilano
2014,7,3,19,42,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,35##,W 40TH AV,Dunbar Southlands
2014,7,3,19,42,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,68##,KERR ST,Killarney
2014,7,3,19,43,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,8##,E 8TH AV,Mount Pleasant
2014,7,3,19,46,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,35##,W 40TH AV,Dunbar Southlands
2014,7,3,19,47,ENG - Solid Waste,Sanitation,Cart - Garbage,3##,E 34TH AV,Riley Park
2014,7,3,20,5,CSG - Inspections,Property Use,PUI Noise Complaint Case,55##,ORMIDALE ST,Renfrew-Collingwood
2014,7,3,20,8,PRB - Administration,General Park Board Information,PRB_Park Ranger SR,Intersection,CARRALL ST and EXPO BOULEVARD,Downtown
2014,7,3,20,12,PRB - Administration,General Park Board Information,PRB_Park Ranger SR,Intersection,CARRALL ST and EXPO BOULEVARD,Downtown
2014,7,3,20,15,CSG - Licenses,Animal Control,Lost Pets Case,17##,CEDAR CRESCENT,Shaughnessy
2014,7,3,20,21,ENG - Solid Waste,Sanitation,Recycling Bag Request,23##,VICTORIA DRIVE,Grandview-Woodland
2014,7,3,20,30,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,14##,W 40TH AV,Shaughnessy
2014,7,3,20,36,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,60##,HIGHBURY ST,Dunbar Southlands
2014,7,3,20,38,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,5##,E 54TH AV,Sunset
2014,7,3,20,54,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,21##,E 46TH AV,Victoria-Fraserview
2014,7,3,20,55,Business Planning & Services,311 Contact Centre,Citizen Feedback,Intersection,COMMERCIAL DRIVE and E 10TH AV,Kensington-Cedar Cottage
2014,7,3,21,5,ENG - Water & Sewer,Water Operations,Water Leaks/Breaks,25##,RENFREW ST,Renfrew-Collingwood
2014,7,3,21,12,ENG - Solid Waste,Sanitation,Cart - Garbage,12##,E 28TH AV,Kensington-Cedar Cottage
2014,7,3,21,13,CSG - Licenses,Animal Control,Holding Stray Case,Intersection,E 42ND AV and RUPERT ST,Killarney
2014,7,3,21,18,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,27##,POINT GREY ROAD,Kitsilano
2014,7,3,21,24,ENG - Water & Sewer,Water Design,Water Conservation Violation,30##,W 42ND AV,Kerrisdale
2014,7,3,21,26,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,32##,W 41ST AV,Dunbar Southlands
2014,7,3,21,54,CSG - Licenses,Animal Control,Holding Stray Case,27##,E 16TH AV,Renfrew-Collingwood
2014,7,4,7,11,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,14##,W 32ND AV,Shaughnessy
2014,7,4,7,12,CSG - Licenses,Animal Control,Lost Pets Case,Intersection,E 1ST AV and RENFREW ST,Hastings-Sunrise
2014,7,4,7,13,CSG - Licenses,Animal Control,Dead Animal Pickup Case,Intersection,E 1ST AV and RENFREW ST,Hastings-Sunrise
2014,7,4,7,20,ENG - Streets,Traffic and Electrical Operations,Sign - Repair,Intersection,E 11TH AV and GRANDVIEW HWY NORTH,Kensington-Cedar Cottage
2014,7,4,7,25,ENG - Streets,Traffic and Electrical Operations,Street Light - Pole Repair,Intersection,E KING EDWARD AV and KINGSWAY,Kensington-Cedar Cottage
2014,7,4,7,35,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,29##,E 17TH AV,Renfrew-Collingwood
2014,7,4,7,35,CSG - Inspections,Property Use,PUI Noise Complaint Case,32##,W BROADWAY,Kitsilano
2014,7,4,7,52,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,E KENT AV NORTH and ST. GEORGE ST,Sunset
2014,7,4,7,59,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,E KENT AV SOUTH and FRASER ST,Sunset
2014,7,4,8,1,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),1##,E 62ND AV,Sunset
2014,7,4,8,3,ENG - Solid Waste,Sanitation,Cart - Garbage,1##,E 62ND AV,Sunset
2014,7,4,8,6,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,600, - 699 WINDERMERE ST,Hastings-Sunrise
2014,7,4,8,8,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,E 41ST AV and EARLES ST,Renfrew-Collingwood
2014,7,4,8,9,ENG - Streets,Streets Operations,Boulevard Maintenance Issues,1000, - 1099 STATION ST,Strathcona
2014,7,4,8,9,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,Intersection,E 41ST AV and EARLES ST,Renfrew-Collingwood
2014,7,4,8,10,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,59##,FREMLIN ST,Oakridge
2014,7,4,8,10,CSG - Inspections,Property Use,PUI Noise General Inquiry Case,4500, - 4599 COLLINGWOOD ST,Dunbar Southlands
2014,7,4,8,11,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,E KENT AV SOUTH and FRASER ST,Sunset
2014,7,4,8,14,Business Planning & Services,311 Contact Centre,Citizen Feedback,1000, - 1099 STATION ST,Strathcona
2014,7,4,8,16,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,5##,W 13TH AV,Fairview
2014,7,4,8,16,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,E KENT AV SOUTH and FRASER ST,Sunset
2014,7,4,8,18,ENG - Streets,Traffic and Electrical Operations,Street Light - Out,34##,CEDAR CRESCENT,Shaughnessy
2014,7,4,8,19,ENG - Streets,Streets Operations,Pothole - Repair,27##,VINE ST,Kitsilano
2014,7,4,8,20,CSG - Inspections,Property Use,PUI Noise Complaint Case,34##,W 20TH AV,Dunbar Southlands
2014,7,4,8,20,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),5##,W 13TH AV,Fairview
2014,7,4,8,23,ENG - Streets,Streets Operations,Pothole - Repair,27##,VINE ST,Kitsilano
2014,7,4,8,23,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,15##,W 13TH AV,Fairview
2014,7,4,8,24,Business Planning & Services,311 Contact Centre,Citizen Feedback,5##,W 13TH AV,Fairview
2014,7,4,8,26,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,15##,W 13TH AV,Fairview
2014,7,4,8,27,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,11##,BARCLAY ST,West End
2014,7,4,8,35,Business Planning & Services,311 Contact Centre,Citizen Feedback,6##,E 19TH AV,Riley Park
2014,7,4,8,38,ENG - Solid Waste,Sanitation,Cart - Garbage,1##,W 45TH AV,Oakridge
2014,7,4,8,39,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,15##,E 3RD AV,Grandview-Woodland
2014,7,4,8,39,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,28##,TRAFALGAR ST,Kitsilano
2014,7,4,8,41,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,10##,PACIFIC ST,West End
2014,7,4,8,43,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,15##,E 3RD AV,Grandview-Woodland
2014,7,4,8,44,ENG - Solid Waste,Sanitation,Cart - Garbage,26##,E HASTINGS ST,Hastings-Sunrise
2014,7,4,8,45,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,22##,VENABLES ST,Grandview-Woodland
2014,7,4,8,47,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,49##,PRINCE ALBERT ST,Kensington-Cedar Cottage
2014,7,4,8,49,ENG - Streets,Streets Operations,Street - Surface Water Flooding,30##,E 22ND AV,Renfrew-Collingwood
2014,7,4,8,53,ENG - Solid Waste,Sanitation,Parks Litter Can or Cart Request,15##,E 14TH AV,Kensington-Cedar Cottage
2014,7,4,8,53,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,12##,BUTE ST,West End
2014,7,4,8,54,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,12##,BUTE ST,West End
2014,7,4,8,56,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,46##,W 6TH AV,West Point Grey
2014,7,4,8,56,ENG - Solid Waste,Sanitation,Missed Apartment Recycling Pickup,15##,PENDRELL ST,West End
2014,7,4,8,56,ENG - Solid Waste,Sanitation,Cart - Garbage,38##,W 15TH AV,West Point Grey
2014,7,4,8,59,CSG - Inspections,Property Use,PUI Noise Complaint Case,5##,ABBOTT ST,Downtown
2014,7,4,9,0,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,12##,W 13TH AV,Fairview
2014,7,4,9,1,CSG - Licenses & Inspections,Administration Branch,Building Plans Information Request,8##,CHILCO ST,West End
2014,7,4,9,3,Business Planning & Services,311 Contact Centre,Citizen Feedback,1200, - 1299 SEYMOUR ST,Downtown
2014,7,4,9,5,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,50##,PRINCE ALBERT ST,Kensington-Cedar Cottage
2014,7,4,9,7,ENG - Solid Waste,Sanitation,Cart - Garbage,3##,TALISMAN AV,Riley Park
2014,7,4,9,8,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,14##,W 14TH AV,Fairview
2014,7,4,9,10,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,23##,W 7TH AV,Kitsilano
2014,7,4,9,11,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,4300, - 4399 W 8TH AV,West Point Grey
2014,7,4,9,11,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),3##,TALISMAN AV,Riley Park
2014,7,4,9,11,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),32##,W 32ND AV,Dunbar Southlands
2014,7,4,9,14,ENG - Solid Waste,Sanitation,Cart - Garbage,5##,W 10TH AV,Fairview
2014,7,4,9,14,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,13##,W 70TH AV,Marpole
2014,7,4,9,16,PRB - Planning and Operations,Street Trees,Street Tree Work Request SR,23##,W 7TH AV,Kitsilano
2014,7,4,9,16,ENG - Solid Waste,Sanitation,Missed Apartment Recycling Pickup,16##,PENDRELL ST,West End
2014,7,4,9,16,Public Safety - Fire,Prevention,Fire Reinspection Request for Firehall,3##,POWELL ST,Strathcona
2014,7,4,9,17,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,68##,LABURNUM ST,Kerrisdale
2014,7,4,9,17,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,16##,PENDRELL ST,West End
2014,7,4,9,18,ENG - Solid Waste,Sanitation,Missed Apartment Recycling Pickup,16##,PENDRELL ST,West End
2014,7,4,9,19,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,36##,W 10TH AV,Kitsilano
2014,7,4,9,20,ENG - Solid Waste,Sanitation,Recycling Bag Request,28##,WALL ST,Hastings-Sunrise
2014,7,4,9,20,CSG - Inspections,Property Use,PUI General Inquiry Case,4##,W 12TH AV,Mount Pleasant
